,RA,DEC,QUICK_OBJECT_ID,MAG_AUTO_G,MAGERR_AUTO_G,MAG_AUTO_R,MAGERR_AUTO_R,MAG_AUTO_I,MAGERR_AUTO_I,MAG_AUTO_Z,MAGERR_AUTO_Z,Z,MAG_AUTO_G-MAG_AUTO_R,MAG_AUTO_G-MAG_AUTO_I,MAG_AUTO_G-MAG_AUTO_Z,MAG_AUTO_R-MAG_AUTO_I,MAG_AUTO_R-MAG_AUTO_Z,MAG_AUTO_I-MAG_AUTO_Z
101,349.3324005425244,20.79107862830621,10402800104825,16.940422,0.0034876382,15.965801,0.0027256017,99.0,99.0,15.283023,0.0028444869,0.102785,0.9746208,-82.05958,1.6573992,-83.034195,0.68277836,83.71698
104,348.436513168005,20.105432481025176,10402800056095,22.292383,0.09134179,20.449863,0.03407539,99.0,99.0,19.371284,0.025690585,0.56782,1.8425198,-76.70762,2.9210987,-78.55014,1.078579,79.628716
106,348.65528051338345,21.47757382912927,10402800013191,21.433842,0.07557254,19.818281,0.029458903,99.0,99.0,18.969429,0.026647655,0.432609,1.6155605,-77.56616,2.4644127,-79.18172,0.84885216,80.03057
107,348.95297574812645,20.73391910606017,10402800079458,22.727055,0.12065739,20.412498,0.045855742,99.0,99.0,19.223398,0.036176372,0.515471,2.3145561,-76.27295,3.5036564,-78.5875,1.1891003,79.7766
108,348.7576408155781,21.373503928991283,10402800013281,21.026855,0.06948243,19.534403,0.021013271,99.0,99.0,18.556404,0.016252574,0.45626,1.4924526,-77.973145,2.4704514,-79.4656,0.97799873,80.443596
110,347.69907700297455,20.963507150074648,10402800000357,20.988531,0.040435106,19.295597,0.016369805,99.0,99.0,18.46216,0.0138462335,0.341143,1.692934,-78.01147,2.526371,-79.70441,0.83343697,80.53784
111,349.9668960174737,20.745699994225433,10402800080013,18.802559,0.010496396,17.35195,0.0052214977,99.0,99.0,16.63239,0.005115562,0.262084,1.4506092,-80.19744,2.1701698,-81.64805,0.7195606,82.367615
112,349.1701735755036,21.57844356276577,10402800120651,21.636131,0.054303817,19.722027,0.018748866,99.0,99.0,18.691843,0.019008297,0.474163,1.9141045,-77.36387,2.9442883,-79.27797,1.0301838,80.30816
113,349.71187836386554,20.485658817605724,10402800054120,21.293003,0.050116576,19.418772,0.023719918,99.0,99.0,18.598633,0.021451436,0.459823,1.8742313,-77.707,2.6943703,-79.58123,0.82013893,80.40137
116,348.8534516019542,20.43138847091899,10402800052657,22.04877,0.085881785,20.224005,0.028092349,99.0,99.0,18.99908,0.021669855,0.521098,1.8247662,-76.95123,3.0496902,-78.77599,1.2249241,80.000916
117,349.5547332033979,20.89064228371116,10402800079166,22.74797,0.13334762,20.16541,0.045849998,99.0,99.0,19.239855,0.03571537,0.515022,2.5825615,-76.25203,3.5081158,-78.834595,0.9255543,79.76015
119,349.1245162786479,21.093108705467785,10402800042103,22.81469,0.1288813,21.334627,0.0663364,99.0,99.0,19.996395,0.049271144,0.638166,1.4800625,-76.18531,2.8182945,-77.665375,1.338232,79.0036
120,349.569963099575,20.42811413099163,10402800005091,21.166073,0.04978873,19.493208,0.019899396,99.0,99.0,99.0,99.0,0.313045,1.6728649,-77.83392,-77.83392,-79.50679,-79.50679,0.0
121,348.5893038052316,21.357637207069004,10402800008267,21.283428,0.068893686,19.499804,0.021264115,99.0,99.0,18.488714,0.017045403,0.301641,1.7836246,-77.71657,2.794714,-79.5002,1.0110893,80.511284
123,348.03760352381533,20.69582911485263,10402800125169,22.218145,0.115327194,20.409073,0.034913104,99.0,99.0,18.96039,0.028945373,0.538899,1.8090725,-76.78185,3.2577553,-78.59093,1.4486828,80.03961
124,348.12240368509515,20.076974398653547,10402800046061,22.601006,0.107878864,19.731441,0.032343023,99.0,99.0,18.490454,0.01977698,0.523494,2.869564,-76.398994,4.110552,-79.268555,1.2409878,80.509544
125,348.7169430451242,20.26398923596632,10402800020876,21.505491,0.05545647,19.875034,0.024438659,99.0,99.0,18.752323,0.02075068,0.521648,1.6304569,-77.49451,2.753168,-79.12497,1.1227112,80.24768
126,349.51220323140666,20.728591660217546,10402800074625,22.49107,0.116840385,20.594103,0.05902218,99.0,99.0,19.701836,0.041524455,0.593174,1.8969669,-76.50893,2.7892342,-78.4059,0.8922672,79.298164
127,349.35821144978274,21.05928513884517,10402800078374,21.017416,0.03414632,19.338144,0.012433851,99.0,99.0,18.479334,0.014223167,0.339067,1.6792717,-77.98258,2.5380821,-79.66186,0.8588104,80.52067
128,349.56076419197353,20.80356314350486,10402800077500,20.756006,0.043616507,18.888618,0.018413164,99.0,99.0,17.964518,0.01468103,0.421029,1.8673878,-78.243996,2.7914886,-80.11138,0.9241009,81.035484
129,349.5377852113682,21.212149081133774,10402800003358,19.755064,0.022685919,18.414309,0.01318257,99.0,99.0,17.672703,0.011790273,0.274152,1.3407555,-79.244934,2.0823612,-80.58569,0.74160576,81.3273
130,348.22014941937397,20.36472026425558,10402800117871,21.76,0.069201685,20.205933,0.031079784,99.0,99.0,19.23268,0.022820089,0.539542,1.5540676,-77.24,2.5273209,-78.79407,0.97325325,79.76732
131,348.75758466769764,21.24038854793278,10402800008516,21.804066,0.09533075,20.313925,0.04077183,99.0,99.0,19.201986,0.02657417,0.660575,1.4901409,-77.19594,2.6020794,-78.68607,1.1119385,79.79801
132,348.6307611039636,20.660647882293205,10402800034253,22.438,0.12631321,20.973274,0.06661652,99.0,99.0,19.249502,0.030791316,0.622957,1.4647255,-76.562,3.1884975,-78.026726,1.723772,79.750496
133,348.2591998954067,20.210290699102174,10402800045750,22.283705,0.08718362,20.540476,0.033567403,99.0,99.0,19.445482,0.02299073,0.522856,1.7432289,-76.71629,2.8382225,-78.459526,1.0949936,79.55452
134,348.2670983456333,21.014402906900074,10402800101867,21.866444,0.09264843,20.2649,0.040491633,99.0,99.0,19.188599,0.02708797,0.509875,1.6015434,-77.13356,2.677845,-78.7351,1.0763016,79.8114
135,348.3845104903698,20.388538926858814,10402800028998,21.991625,0.072865404,19.922703,0.028604247,99.0,99.0,18.877266,0.01950166,0.520161,2.068922,-77.00838,3.114359,-79.0773,1.0454369,80.122734
136,347.79673730553765,20.561778574813886,10402800026857,21.71382,0.064350486,20.08071,0.029890431,99.0,99.0,19.046612,0.022254152,0.533099,1.63311,-77.28618,2.6672077,-78.91929,1.0340977,79.953384
138,348.48762367603996,20.077200077923834,10402800071976,21.084574,0.032749895,19.424551,0.014728251,99.0,99.0,18.394777,0.011521332,0.332282,1.6600227,-77.91543,2.6897964,-79.57545,1.0297737,80.605225
139,348.64495612094714,20.082582846438,10402800056362,20.469912,0.02013389,18.576797,0.009870409,99.0,99.0,17.631529,0.0072530666,0.407578,1.8931141,-78.53009,2.8383827,-80.4232,0.94526863,81.36847
140,349.09091179962144,21.326302905361572,10402800063888,21.721958,0.075765476,20.254845,0.03377486,99.0,99.0,99.0,99.0,0.455668,1.4671135,-77.278046,-77.278046,-78.745155,-78.745155,0.0
141,349.6220095157247,20.764524461600118,10402800049847,21.339783,0.06471302,19.27046,0.024822451,99.0,99.0,18.303612,0.019678514,0.422295,2.0693226,-77.66022,3.036171,-79.72954,0.9668484,80.69639
142,348.49951911664834,19.853348788490862,10402800120494,22.206366,0.0649237,20.297749,0.033542845,99.0,99.0,19.32099,0.025208123,0.51533,1.908617,-76.79363,2.885376,-78.702255,0.97675896,79.67901
143,348.24837475237666,20.4380503904556,10402800092883,22.41989,0.13186017,20.59717,0.04054584,99.0,99.0,19.288572,0.033916537,0.515631,1.8227196,-76.58011,3.1313171,-78.40283,1.3085976,79.711426
144,349.2753281106723,20.698750654029993,10402800049415,22.013474,0.08720473,19.980993,0.04091932,99.0,99.0,19.022066,0.03719361,0.420953,2.0324802,-76.98653,2.9914074,-79.019005,0.95892715,79.977936
145,348.6772762486684,21.459082116216095,10402800013204,22.380533,0.12593898,19.978735,0.024064932,99.0,99.0,18.983374,0.02395745,0.457755,2.4017982,-76.61947,3.3971596,-79.02126,0.9953613,80.016624
146,349.4322058158845,21.37167890311298,10402800100498,21.746439,0.07982488,19.71206,0.024501557,99.0,99.0,18.58794,0.01856486,0.484021,2.034378,-77.25356,3.1584988,-79.28794,1.1241207,80.41206
147,349.11295589088036,20.364533030207625,10402800001813,21.901884,0.09059678,99.0,99.0,99.0,99.0,99.0,99.0,0.589384,-77.098114,-77.098114,-77.098114,0.0,0.0,0.0
148,349.35254659665355,20.56910530449278,10402800051535,21.816156,0.086957276,19.6857,0.03926869,99.0,99.0,19.014538,0.04126843,0.374293,2.130457,-77.183846,2.8016186,-79.3143,0.67116165,79.98546
152,347.920149246643,20.894626557365754,10402800113795,17.158667,0.0033557822,16.30425,0.002493238,99.0,99.0,15.663386,0.0025176748,0.0742126,0.8544159,-81.84133,1.4952803,-82.69575,0.6408644,83.33662
154,349.71064374795424,20.692869064634777,10402800049960,20.606068,0.044034913,18.74476,0.017777601,99.0,99.0,17.788532,0.014062274,0.422655,1.8613071,-78.393936,2.8175354,-80.25524,0.95622826,81.21147
156,348.2132528235336,20.40966718160989,10402800045199,19.095127,0.011235397,17.906702,0.006805655,99.0,99.0,16.871862,0.008578654,0.221424,1.1884251,-79.90488,2.2232647,-81.0933,1.0348396,82.128136
157,348.4164873667168,20.74793131067345,10402800090858,22.156994,0.09328082,20.264143,0.040655013,99.0,99.0,19.201015,0.025791172,0.514617,1.8928509,-76.843,2.9559784,-78.735855,1.0631275,79.79898
159,348.08419665107937,21.074993221932957,10402800101727,21.624823,0.06503794,20.445469,0.031653468,99.0,99.0,19.512777,0.02347371,0.170126,1.1793537,-77.375175,2.1120453,-78.554535,0.9326916,79.48722
160,349.16616750432456,20.125741655552588,10402800057325,21.74599,0.08494264,21.012907,0.0922818,99.0,99.0,20.050617,0.07614698,0.837908,0.7330837,-77.25401,1.6953735,-77.98709,0.9622898,78.94939
161,347.5439119592617,20.908510980434713,10402800088498,21.258427,0.07550749,19.672186,0.03326289,99.0,99.0,18.669292,0.022929182,0.517853,1.5862408,-77.74158,2.5891342,-79.32781,1.0028934,80.3307
162,348.73393262782986,21.97943188512042,10402800082305,18.426903,0.012286938,17.08211,0.004918129,99.0,99.0,99.0,99.0,0.205631,1.3447933,-80.5731,-80.5731,-81.91789,-81.91789,0.0
163,349.1330424316016,21.57013559326002,10402800031931,22.499414,0.11620012,99.0,99.0,99.0,99.0,99.0,99.0,0.543559,-76.50059,-76.50059,-76.50059,0.0,0.0,0.0
164,348.7538238363814,21.512312547957734,10402800012416,19.107315,0.015928583,17.867088,0.007716302,99.0,99.0,17.060009,0.0075783753,0.201552,1.2402267,-79.892685,2.047306,-81.13291,0.8070793,81.93999
166,348.59963241382565,20.35438592266823,10402800052478,20.851667,0.0188521,20.492544,0.023704039,99.0,99.0,20.411737,0.03552673,0.268567,0.35912323,-78.14833,0.43992996,-78.507454,0.08080673,78.588264
168,348.27960608639853,20.68732966209373,10402800090757,19.140606,0.019412685,18.052507,0.009314498,99.0,99.0,17.304045,0.008435738,0.285299,1.0880985,-79.85939,1.8365612,-80.947495,0.7484627,81.69595
169,348.6700226937451,21.454097634994937,10402800084361,21.718876,0.098251194,20.10847,0.031926177,99.0,99.0,19.101784,0.026565064,0.527194,1.610405,-77.28113,2.6170921,-78.891525,1.0066872,79.89822
170,348.7795385445448,20.561047145013674,10402800050917,22.888208,0.14510597,20.63047,0.044306915,99.0,99.0,19.467978,0.027150916,0.5211,2.257738,-76.11179,3.4202309,-78.36953,1.1624928,79.53202
171,348.52404679609396,21.814972839681474,10402800082534,19.001654,0.01442263,17.728249,0.0064609717,99.0,99.0,99.0,99.0,0.203548,1.2734051,-79.998344,-79.998344,-81.27175,-81.27175,0.0
172,348.7990928112557,20.70816782049829,10402800091192,22.255629,0.10866135,20.371737,0.040087093,99.0,99.0,19.013556,0.032432873,0.610352,1.883892,-76.74437,3.242073,-78.628265,1.358181,79.98644
173,348.0711747865517,20.37980336851932,10402800045151,22.657377,0.12809621,20.996943,0.062857635,99.0,99.0,20.05284,0.045415238,0.523929,1.6604347,-76.34262,2.604538,-78.00306,0.94410324,78.94716
174,349.98146738221686,20.876872073915834,10402800003296,22.28607,0.10439135,20.479761,0.05939827,99.0,99.0,18.908964,0.03528386,0.616624,1.8063087,-76.71393,3.3771057,-78.52024,1.570797,80.091034
175,349.63928971550973,20.662762803765176,10402800034718,20.590155,0.016990772,20.310196,0.027632026,99.0,99.0,20.333487,0.054443195,1.64806,0.27995872,-78.40984,0.2566681,-78.689804,-0.023290634,78.66651
176,349.58463374737886,20.31317754437447,10402800037123,22.034227,0.083402805,19.663698,0.031188041,99.0,99.0,18.481192,0.025043247,0.519099,2.3705292,-76.965775,3.5530357,-79.3363,1.1825066,80.51881
177,349.43347452988957,20.17145216798741,10402800005686,20.296534,0.01713409,18.644783,0.008871409,99.0,99.0,99.0,99.0,0.346288,1.6517506,-78.70347,-78.70347,-80.35522,-80.35522,0.0
178,348.3122070121453,20.976584114181676,10402800042283,22.039682,0.081205316,18.864025,0.017998733,99.0,99.0,17.995049,0.010983938,0.440157,3.1756573,-76.96032,4.044634,-80.13597,0.8689766,81.00495
179,348.850678737396,21.418916610035154,10402800013380,20.62644,0.045638386,19.013805,0.015623834,99.0,99.0,18.255003,0.0145081235,0.332978,1.6126347,-78.37356,2.371437,-79.98619,0.7588024,80.744995
180,348.6916753376687,21.3345185352468,10402800008311,19.6419,0.023312675,18.127926,0.010438865,99.0,99.0,99.0,99.0,0.279572,1.5139732,-79.3581,-79.3581,-80.87207,-80.87207,0.0
181,349.50530777900275,20.506213043617393,10402800108146,22.453516,0.0957913,21.10075,0.06543246,99.0,99.0,19.750948,0.040018175,0.781125,1.352766,-76.546486,2.702568,-77.89925,1.349802,79.249054
182,349.11283480435725,19.82312744564618,10402800006396,21.708733,0.08247795,20.400864,0.05018462,99.0,99.0,19.55021,0.05170082,0.520174,1.307869,-77.29127,2.1585217,-78.59914,0.8506527,79.44979
184,348.35687896825897,19.959693601308658,10402800057776,22.002758,0.084564105,20.691456,0.047937594,99.0,99.0,19.656569,0.040997133,0.541076,1.3113022,-76.99724,2.3461895,-78.30855,1.0348873,79.34343
185,348.4592879162663,19.858684316340245,10402800095989,21.957985,0.07253255,20.125486,0.028634258,99.0,99.0,18.994152,0.018776068,0.523548,1.8324986,-77.042015,2.9638329,-78.87451,1.1313343,80.005844
186,347.5462495073876,20.873519402495774,10402800088493,18.119585,0.009238229,17.027687,0.0061406107,99.0,99.0,16.379745,0.0054194853,0.167714,1.091898,-80.88042,1.7398396,-81.97231,0.6479416,82.620255
188,348.7078564818537,21.95093904421509,10402800096640,22.349277,0.15875073,19.923342,0.030068642,99.0,99.0,18.698988,0.021555077,0.506142,2.4259357,-76.65073,3.6502895,-79.07666,1.2243538,80.30101
190,349.09911622723837,21.487205520553502,10402800031968,22.238117,0.088925555,20.253412,0.03203815,99.0,99.0,19.2543,0.030212281,0.503068,1.984705,-76.76189,2.983818,-78.74659,0.9991131,79.7457
191,348.53816995338616,21.683753414028104,10402800060944,19.738651,0.027609907,18.331495,0.012171274,99.0,99.0,99.0,99.0,0.28267,1.407156,-79.26135,-79.26135,-80.6685,-80.6685,0.0
192,348.26762562195165,20.435901384649185,10402800092904,22.227045,0.11939997,20.379005,0.029124629,99.0,99.0,19.167625,0.02642737,0.517247,1.8480396,-76.77296,3.0594196,-78.620995,1.21138,79.832375
193,349.66686663949145,21.01760982561349,10402800043089,22.184954,0.085880965,19.983908,0.036071796,99.0,99.0,18.67764,0.020288989,0.598698,2.201046,-76.81505,3.5073128,-79.01609,1.3062668,80.32236
195,348.68401951088515,21.487680703580622,10402800061957,20.923977,0.048321176,19.226175,0.015433966,99.0,99.0,99.0,99.0,0.350657,1.6978016,-78.07602,-78.07602,-79.77383,-79.77383,0.0
197,348.2808570025476,20.608458440063515,10402800001469,22.212017,0.10235879,20.618093,0.047821343,99.0,99.0,19.547075,0.041985918,0.540101,1.5939236,-76.78798,2.6649418,-78.381905,1.0710182,79.45293
199,349.39644066776356,21.255685094147438,10402800085639,21.597902,0.06392976,20.019041,0.029882314,99.0,99.0,19.060566,0.028012842,0.612813,1.5788612,-77.4021,2.5373363,-78.98096,0.9584751,79.93944
202,349.6353778411508,20.494369829148667,10402800036050,21.90083,0.07934932,19.997404,0.037748985,99.0,99.0,18.978842,0.024747584,0.535956,1.9034252,-77.09917,2.9219875,-79.002594,1.0185623,80.02116
203,349.5045255789162,21.020466775034976,10402800046871,21.28474,0.03129023,21.201815,0.058612343,99.0,99.0,21.00788,0.078539096,0.0548086,0.0829258,-77.715256,0.2768612,-77.79819,0.1939354,77.99212
204,348.6359229129781,19.72088494646556,10402800002768,21.86199,0.09744013,20.202396,0.033689205,99.0,99.0,19.079391,0.02369098,0.540266,1.6595936,-77.13801,2.7825985,-78.79761,1.1230049,79.92061
206,349.0893207356216,19.780968082101992,10402800059878,21.723408,0.07516198,20.19811,0.04858838,99.0,99.0,19.451239,0.039851543,0.604081,1.5252972,-77.276596,2.272169,-78.80189,0.74687195,79.54876
207,347.72583250660404,20.69642416988451,10402800068487,22.044043,0.09971349,20.129572,0.042104952,99.0,99.0,19.00921,0.025709756,0.518308,1.9144707,-76.955956,3.034832,-78.87043,1.1203613,79.99079
208,348.7730327503852,20.610678167071597,10402800092158,22.184187,0.104595326,20.78067,0.051990792,99.0,99.0,19.742212,0.050083097,0.516841,1.4035168,-76.81581,2.4419746,-78.21933,1.0384579,79.25779
209,348.18444279848745,21.17944674404326,10402800100666,18.243559,0.009167191,17.024857,0.0046320367,99.0,99.0,16.22473,0.0042809932,0.2151,1.2187023,-80.75644,2.0188293,-81.97514,0.800127,82.77527
211,348.8921125010038,20.182986715897272,10402800081378,22.638266,0.115282424,20.583513,0.051123478,99.0,99.0,19.033995,0.03316999,0.802498,2.0547523,-76.36173,3.604271,-78.41649,1.5495186,79.966
212,348.50162302401725,20.376414803142637,10402800118384,21.595133,0.03187312,21.987707,0.060151253,99.0,99.0,22.319902,0.18373847,1.26221,-0.3925743,-77.40487,-0.7247696,-77.01229,-0.33219528,76.6801
213,349.02401281097985,21.269682770073217,10402800041527,22.125824,0.09628387,20.805254,0.048120487,99.0,99.0,19.613308,0.037858006,0.614816,1.32057,-76.874176,2.512516,-78.19475,1.191946,79.38669
217,349.5387220623006,20.688292931948112,10402800074587,21.254265,0.051919773,19.485777,0.023813223,99.0,99.0,18.651005,0.022683647,0.384945,1.7684879,-77.745735,2.60326,-79.51422,0.8347721,80.349
218,348.34247913113524,20.53604397080808,10402800027659,22.116913,0.09806319,20.322002,0.039846472,99.0,99.0,19.030422,0.020748232,0.515556,1.7949104,-76.88309,3.0864906,-78.67799,1.2915802,79.969574
219,348.286806239786,20.76770871500061,10402800001042,21.143002,0.05076706,19.402159,0.016008703,99.0,99.0,18.544975,0.015552772,0.361269,1.7408428,-77.856995,2.5980263,-79.59784,0.85718346,80.455025
221,348.4752857866054,21.425015685179815,10402800084235,19.83147,0.021398073,18.323812,0.010130421,99.0,99.0,17.503752,0.009395801,0.28205,1.507658,-79.16853,2.3277187,-80.676186,0.82006073,81.49625
222,348.34185384695706,20.514331902731854,10402800027658,21.809277,0.061893106,19.736784,0.019040177,99.0,99.0,18.59275,0.014190563,0.515459,2.0724926,-77.19072,3.216526,-79.263214,1.1440334,80.40725
223,348.29316643503114,20.88432167169502,10402800102591,22.496895,0.111608505,20.179087,0.042241316,99.0,99.0,19.261784,0.026765643,0.520938,2.3178082,-76.503105,3.2351112,-78.820915,0.9173031,79.73822
225,348.11046763274106,20.114066377892883,10402800002183,21.847082,0.0681107,20.041147,0.02600123,99.0,99.0,18.952667,0.021255532,0.519244,1.8059349,-77.152916,2.894415,-78.958855,1.08848,80.04733
226,348.48432349944034,19.803097094858785,10402800031396,22.340044,0.07965893,20.328075,0.029043244,99.0,99.0,19.134933,0.022058925,0.520992,2.0119686,-76.65996,3.2051105,-78.67192,1.1931419,79.86507
227,348.6945992175563,20.532874184848353,10402800050814,22.93033,0.12370204,21.019438,0.051808275,99.0,99.0,19.958393,0.032633107,0.515085,1.9108925,-76.06967,2.9719372,-77.98056,1.0610447,79.04161
228,349.9199696011357,20.746533067586725,10402800079989,21.258245,0.064405166,19.277596,0.023202026,99.0,99.0,18.280935,0.017608408,0.420713,1.98065,-77.74175,2.9773102,-79.722404,0.99666023,80.71906
229,348.2632948650861,21.02094823016712,10402800041768,19.84828,0.017773813,18.338554,0.008152558,99.0,99.0,17.520538,0.006579633,0.283662,1.5097256,-79.15172,2.3277416,-80.661446,0.81801605,81.47946
230,349.44125437673387,20.4919631196162,10402800035906,21.13955,0.047131468,19.25253,0.02118753,99.0,99.0,18.38662,0.02123035,0.420779,1.8870201,-77.86045,2.7529297,-79.74747,0.8659096,80.61338
232,349.0410223869016,20.764141446839787,10402800049124,21.54286,0.064826585,19.905956,0.035730097,99.0,99.0,19.150072,0.03227091,0.280183,1.6369038,-77.45714,2.392788,-79.09404,0.7558842,79.84993
233,348.07991745948823,20.94280633654975,10402800015633,21.841408,0.09425381,20.656982,0.055443168,99.0,99.0,19.429157,0.038101498,0.54573,1.1844254,-77.15859,2.4122505,-78.34302,1.2278252,79.57085
234,349.4145747211721,21.03416291175789,10402800033169,18.021284,0.006186214,16.73038,0.0043312456,99.0,99.0,16.062223,0.005034569,0.205874,1.290905,-80.978714,1.9590607,-82.26962,0.66815567,82.937775
235,349.41764286745473,20.8153564708619,10402800033906,22.043608,0.08869295,20.226353,0.04559769,99.0,99.0,19.158663,0.03455739,0.385156,1.817255,-76.95639,2.884945,-78.77365,1.0676899,79.84134
236,349.66977179548087,20.309821131651432,10402800037258,20.883183,0.029355934,19.281244,0.017832553,99.0,99.0,18.56697,0.017054677,0.274606,1.6019382,-78.11682,2.3162117,-79.71876,0.71427345,80.43303
237,349.4973588905719,20.685467620164687,10402800074536,21.994965,0.090731286,20.527344,0.054701738,99.0,99.0,19.398388,0.03909246,0.574322,1.4676208,-77.005035,2.5965767,-78.47266,1.1289558,79.60161
238,347.9690543457278,20.804734936722056,10402800113943,17.121187,0.0024066332,16.289726,0.002318449,99.0,99.0,15.671369,0.0018667632,0.0734137,0.83146095,-81.878815,1.4498186,-82.71027,0.61835766,83.32863
239,348.41706531076113,20.314457449538764,10402800118265,21.523664,0.059597515,19.853489,0.023611652,99.0,99.0,18.608704,0.018527186,0.522211,1.6701756,-77.47633,2.9149609,-79.146515,1.2447853,80.3913
240,349.13319397874716,21.570283873423193,10402800098831,22.047338,0.09945583,20.598967,0.040536437,99.0,99.0,19.499117,0.037834663,0.543559,1.4483719,-76.95266,2.5482216,-78.40103,1.0998497,79.500885
241,349.597694933434,20.647954060008246,10402800004057,22.623827,0.12559243,20.74093,0.06025932,99.0,99.0,99.0,99.0,0.512239,1.8828964,-76.376175,-76.376175,-78.25907,-78.25907,0.0
242,347.9285247992476,20.56528696048609,10402800026981,19.120493,0.007980174,17.758268,0.0043930225,99.0,99.0,17.055546,0.004099685,0.226308,1.3622246,-79.87951,2.0649471,-81.24173,0.70272255,81.94446
244,349.3888490255706,21.081423677877723,10402800010836,20.755426,0.038260434,18.959438,0.013496877,99.0,99.0,18.095806,0.015153281,0.446642,1.7959881,-78.244576,2.6596203,-80.04056,0.8636322,80.90419
245,348.31332164029664,21.516746798665295,10402800097744,21.585089,0.09700632,20.045551,0.03523715,99.0,99.0,18.88294,0.03075379,0.511178,1.5395374,-77.41491,2.7021484,-78.95445,1.162611,80.11706
246,348.98364106704685,19.787840136031534,10402800076573,21.759888,0.06619916,20.156866,0.03883052,99.0,99.0,18.992174,0.03393756,0.521331,1.6030216,-77.24011,2.7677135,-78.84313,1.1646919,80.00783
247,349.91103432743193,20.9478246717252,10402800122725,20.844736,0.054571062,20.313168,0.061195914,99.0,99.0,19.53797,0.05551634,0.785157,0.5315685,-78.155266,1.3067665,-78.68683,0.775198,79.46203
248,349.7671461659717,20.933744572291985,10402800048473,22.01358,0.07635263,20.063683,0.037202884,99.0,99.0,19.021442,0.026860856,0.546182,1.9498978,-76.98642,2.992138,-78.93632,1.0422401,79.97856
249,348.5880005963191,20.568407879915895,10402800070615,21.20446,0.05746691,20.301237,0.033053722,99.0,99.0,19.340586,0.024947807,0.523999,0.90322304,-77.79554,1.8638744,-78.69876,0.9606514,79.65942
250,349.7409936399303,21.013373443663227,10402800043148,17.32929,0.0028393366,16.383448,0.0026155529,99.0,99.0,15.7411585,0.0026510335,0.0892407,0.94584274,-81.67071,1.5881319,-82.616554,0.64228916,83.25884
253,349.3849952673173,20.62836372113496,10402800106418,21.820318,0.062284302,20.39855,0.045148764,99.0,99.0,19.50328,0.043212622,0.301285,1.4217682,-77.17968,2.3170376,-78.60145,0.8952694,79.49672
255,348.5385202842902,21.194713709098465,10402800123427,19.964424,0.046898946,18.60943,0.014758504,99.0,99.0,17.817572,0.012585876,0.268973,1.3549938,-79.035576,2.1468525,-80.39057,0.7918587,81.18243
257,349.27601438296256,20.366821389815158,10402800053495,22.083525,0.093449205,20.547611,0.045812253,99.0,99.0,19.42715,0.042110305,0.563306,1.5359135,-76.91647,2.656374,-78.45239,1.1204605,79.572845
258,348.7010107906027,20.531313863011036,10402800018924,21.847345,0.080497436,19.97227,0.03663816,99.0,99.0,18.99199,0.025221625,0.520207,1.8750763,-77.15266,2.8553562,-79.02773,0.9802799,80.00801
259,349.24787328075917,21.510376195071345,10402800032043,21.397936,0.051909085,19.365528,0.019460507,99.0,99.0,18.727684,0.020715194,0.457341,2.0324078,-77.602066,2.6702518,-79.634476,0.6378441,80.272316
261,347.7943900959771,20.993541719507206,10402800015430,21.452278,0.044977285,19.626774,0.017766995,99.0,99.0,18.780436,0.012633993,0.365136,1.8255043,-77.54772,2.6718426,-79.37323,0.8463383,80.21957
262,349.35272024688203,20.090238302748375,10402800006183,22.571482,0.104210004,20.541162,0.03771564,99.0,99.0,99.0,99.0,0.597623,2.0303192,-76.42852,-76.42852,-78.45884,-78.45884,0.0
263,348.9205109383682,20.27829121611947,10402800128262,21.427952,0.059647482,20.152937,0.03700148,99.0,99.0,19.525097,0.048064854,0.667086,1.2750149,-77.57205,1.9028549,-78.84706,0.62784004,79.4749
264,348.40625633262385,20.918340226936806,10402800067906,20.471807,0.03620593,19.017563,0.017199904,99.0,99.0,18.2889,0.013700921,0.344091,1.4542446,-78.52819,2.182907,-79.98244,0.7286625,80.7111
265,348.06711496209545,20.970640813639548,10402800088838,19.400143,0.01912745,18.004826,0.008982923,99.0,99.0,17.215313,0.007375199,0.283398,1.3953171,-79.59985,2.1848297,-80.99518,0.78951263,81.78468
266,348.9344148525006,21.83362921494532,10402800011588,21.381578,0.08656638,19.708855,0.025020394,99.0,99.0,18.830229,0.023742648,0.459688,1.6727238,-77.61842,2.5513496,-79.291145,0.87862587,80.16977
267,349.5051134469697,20.181223541683195,10402800055756,21.518044,0.06282706,19.535477,0.028724464,99.0,99.0,18.433327,0.024681496,0.520604,1.9825668,-77.48196,3.0847168,-79.46452,1.10215,80.56667
268,348.0755258845634,20.87335618366869,10402800000611,21.555838,0.058039322,19.9872,0.029865049,99.0,99.0,18.812567,0.019846871,0.515418,1.5686378,-77.44416,2.7432709,-79.0128,1.174633,80.18743
269,349.5110598723864,20.88407832218283,10402800073583,21.939404,0.09541009,20.199833,0.04338195,99.0,99.0,19.140621,0.034462567,0.520614,1.7395706,-77.06059,2.7987823,-78.80017,1.0592117,79.859375
270,348.7376322084488,21.322291384233893,10402800008465,21.407393,0.07308163,20.027529,0.036951777,99.0,99.0,99.0,99.0,0.545886,1.3798637,-77.592606,-77.592606,-78.97247,-78.97247,0.0
